Comment,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula,Aula
CommentSub1,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02,Grupo02
CommentSub2,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo,solo
CommentSub3,0,0,0,0,0,0,0,0,0,45+,45+,45+,45+,45+,45+,45+,45+,70+,70+,70+,70+,70+,70+,70+,70+,70-,70-,70-,70-,70-,70-,70-,70-,70-,45-,45-,45-,45-,45-,45-,45-,45-,45-,45-
Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission,No Mission
1084.97878752645,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1088.1805694388,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1091.38048618535,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1094.5785264,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1097.77467871665,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1100.9689317692,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1104.16127419155,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1107.3516946176,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1110.54018168125,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1113.7267240164,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1116.91131025695,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1120.0939290368,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1123.27456898985,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1126.45321875,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1129.62986695115,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1132.8045022272,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1135.97711321205,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1139.1476885396,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1142.31621684375,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
1145.4826867584,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN,+NAN
[END] of [Data],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[END] of [Spectrum],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
